Id_Cliente,Frecuencia,Vol_Entrega,lat,lon,cluster
49,2,18.5,20.496306,-98.235611,cluster3
50,2,10.5,20.516132,-98.212081,cluster3
51,1,23,20.4501,-98.2166,cluster5
52,2,14.5,20.518438,-98.223294,cluster3
53,2,43,20.503456,-98.144774,cluster3
54,2,8.5,20.577456,-98.185753,cluster3
55,2,10.5,20.54071,-98.187598,cluster3
56,3,18.333333,20.458749,-98.170414,cluster3
57,3,21.666667,20.495939,-98.18733,cluster3
58,3,14.333333,20.480026,-98.178043,cluster3
59,2,5,20.534038,-98.204665,cluster3
60,2,4,20.529422,-98.204617,cluster3
61,2,10,20.50756,-98.222328,cluster3
62,2,22.5,20.462422,-98.149805,cluster3
63,1,36,20.449966,-98.216872,cluster5
64,2,7.5,20.488714,-98.157698,cluster3
65,3,17,20.481474,-98.145925,cluster3
66,2,9,20.548609,-98.179069,cluster3
67,2,4.5,20.532515,-98.182858,cluster3
68,2,15,20.515283,-98.199704,cluster3
69,2,14,20.524724,-98.174792,cluster3
70,2,6.5,20.52615,-98.177082,cluster3
71,2,35.5,20.51908,-98.124314,cluster3
72,2,14.5,20.508635,-98.169386,cluster3
73,2,21,20.527413,-98.227856,cluster3
74,2,14.5,20.477549,-98.211909,cluster3
75,2,9.5,20.492629,-98.230754,cluster3
76,2,30.5,20.485572,-98.19912,cluster3
77,2,19.5,20.454866,-98.179994,cluster3
78,2,9.5,20.5314,-98.2046,cluster3
79,2,9.5,20.5235,-98.2306,cluster3
80,2,13.5,20.503683,-98.161735,cluster3
81,1,31,20.504232,-98.173212,cluster5
82,2,15,20.448693,-98.211302,cluster3
83,2,5.5,20.4802,-98.2382,cluster3
84,2,17,20.520784,-98.144438,cluster3
85,1,3,20.4696,-98.2186,cluster5
86,2,22.5,20.492217,-98.149391,cluster3
87,2,18,20.476243,-98.168691,cluster3
88,1,15,20.497234,-98.232715,cluster5
89,2,13,20.46455,-98.230342,cluster3
90,2,15.5,20.483394,-98.15303,cluster3
91,2,25.5,20.470415,-98.186302,cluster3
92,2,8.5,20.527643,-98.191137,cluster3
93,2,17.5,20.474128,-98.233201,cluster3
94,2,9,20.495234,-98.217019,cluster3
95,2,10.5,20.536645,-98.18587,cluster3
96,2,18.5,20.473549,-98.18943,cluster3
97,2,34.5,20.474206,-98.208561,cluster3
98,1,21,20.485109,-98.246224,cluster5
99,2,8,20.527906,-98.17441,cluster3
100,2,21.5,20.50483,-98.141064,cluster3
101,2,7.5,20.4778,-98.1815,cluster3
102,3,10,20.5234,-98.18371,cluster3
103,2,20.5,20.475039,-98.153927,cluster3
104,2,19,20.521495,-98.229581,cluster3
105,2,12,20.528102,-98.217267,cluster3
106,2,22,20.480415,-98.279344,cluster3
107,1,28,20.566921,-98.133002,cluster6
108,2,13,20.486465,-98.129685,cluster3
109,2,11.5,20.485352,-98.192131,cluster3
110,3,18.333333,20.485803,-98.188667,cluster3
111,3,14,20.461937,-98.177861,cluster3
112,1,4,20.52075,-98.259616,cluster5
113,1,8,20.532465,-98.203786,cluster6
114,3,9,20.522612,-98.185379,cluster3
115,2,22.5,20.551607,-98.137348,cluster3
116,2,11,20.465089,-98.238769,cluster3
117,2,39,20.470469,-98.19979,cluster3
118,2,13,20.53624,-98.199864,cluster3
119,2,36,20.489828,-98.202713,cluster3
120,3,8,20.478005,-98.206183,cluster3
121,1,1,20.52385,-98.213734,cluster6
122,2,28.5,20.525172,-98.157348,cluster3
123,1,25,20.479673,-98.16073,cluster5
124,2,13.5,20.543262,-98.178655,cluster3
125,2,25,20.495153,-98.131315,cluster3
126,2,24.5,20.494344,-98.226674,cluster3
127,2,18,20.469681,-98.175219,cluster3
128,1,23,20.504168,-98.147131,cluster5
129,1,6,20.540766,-98.184941,cluster6
130,2,12,20.52692,-98.213034,cluster3
131,2,10.5,20.467558,-98.21856,cluster3
132,2,5,20.5493,-98.202245,cluster3
133,2,29,20.490107,-98.139182,cluster3
134,2,17.5,20.462276,-98.226731,cluster3
135,2,16,20.482632,-98.236812,cluster3
136,2,7.5,20.491636,-98.24289,cluster3
137,2,11.5,20.538559,-98.199734,cluster3
138,3,26,20.474886,-98.194088,cluster3
139,2,11,20.47705,-98.236394,cluster3
140,2,16,20.481562,-98.15631,cluster3
141,2,16.5,20.557,-98.1445,cluster3
142,3,18.333333,20.502078,-98.218762,cluster3
143,1,8,20.5309,-98.2139,cluster6
144,2,9,20.537185,-98.150875,cluster3
145,2,14.5,20.465162,-98.195285,cluster3
146,2,17,20.480215,-98.177162,cluster3
147,2,12,20.490545,-98.23819,cluster3
148,2,11,20.505463,-98.215231,cluster3
149,2,20.5,20.499236,-98.181788,cluster3
150,2,17.5,20.47601,-98.222711,cluster3
151,2,13.5,20.5263,-98.1951,cluster3
152,2,10,20.552569,-98.192705,cluster3
153,2,13,20.474364,-98.227089,cluster3
154,2,11.5,20.48298,-98.124189,cluster3
155,2,8,20.542884,-98.194375,cluster3
156,2,9.5,20.486144,-98.251624,cluster3
157,2,17,20.481622,-98.172185,cluster3
158,2,31.5,20.518287,-98.161252,cluster3
159,2,7.5,20.465597,-98.213555,cluster3
160,2,25.5,20.4616,-98.1946,cluster3
161,2,14,20.485781,-98.138398,cluster3
162,2,13,20.495656,-98.142581,cluster3
163,3,12.666667,20.464037,-98.134131,cluster3
164,3,10.666667,20.543366,-98.171084,cluster3
165,1,17,20.55128,-98.182608,cluster6
166,2,31,20.532927,-98.163884,cluster3
167,3,14.666667,20.484347,-98.155219,cluster3
168,2,9,20.53135,-98.189668,cluster3
169,2,13.5,20.48843,-98.242866,cluster3
170,2,19.5,20.470986,-98.259796,cluster3
171,3,15.333333,20.468372,-98.176532,cluster3
172,1,25,20.535196,-98.111442,cluster6
173,3,9,20.488591,-98.181538,cluster3
174,2,18.5,20.462529,-98.240426,cluster3
175,1,18,20.547334,-98.20143,cluster6
176,3,17.666667,20.485035,-98.158633,cluster3
177,2,14.5,20.546881,-98.177417,cluster3
178,1,29,20.472912,-98.238705,cluster5
179,3,15.333333,20.476776,-98.237931,cluster3
180,2,26,20.50198,-98.157691,cluster3
181,2,11,20.515205,-98.215453,cluster3
182,3,13,20.524944,-98.199106,cluster3
183,2,30,20.458041,-98.151099,cluster3
184,2,9.5,20.537659,-98.182545,cluster3
185,1,18,20.483874,-98.142607,cluster5
186,2,19.5,20.508503,-98.188533,cluster3
187,2,22,20.540135,-98.202383,cluster3
188,2,12,20.502625,-98.23217,cluster3
189,2,19,20.534024,-98.196457,cluster3
190,2,16,20.4929,-98.1868,cluster3
191,3,17.666667,20.472113,-98.208568,cluster3
192,2,6.5,20.472324,-98.226688,cluster3
193,2,29.5,20.511284,-98.141649,cluster3
194,3,6.333333,20.467267,-98.146274,cluster3
195,2,23.5,20.464092,-98.161028,cluster3
196,2,12,20.5299,-98.2314,cluster3
197,2,6.5,20.478697,-98.190977,cluster3
198,2,11.5,20.492069,-98.138465,cluster3
199,2,13,20.500178,-98.160615,cluster3
200,2,41.5,20.463978,-98.146695,cluster3
201,1,0,20.496988,-98.259924,cluster5
202,2,17.5,20.527082,-98.228124,cluster3
203,2,9,20.544527,-98.223645,cluster3
204,1,13,20.542844,-98.192011,cluster6
205,2,12,20.494727,-98.254899,cluster3
206,2,14,20.532453,-98.114173,cluster3
207,2,23.5,20.494613,-98.168092,cluster3
208,2,30.5,20.457026,-98.170368,cluster3
209,2,19,20.458991,-98.212984,cluster3
210,2,27.5,20.480665,-98.210798,cluster3
211,2,22,20.482446,-98.158314,cluster3
212,2,10.5,20.525219,-98.238348,cluster3
213,1,26,20.500224,-98.132374,cluster5
214,2,11.5,20.473127,-98.216602,cluster3
215,1,24,20.503887,-98.232414,cluster5
216,1,53,20.537173,-98.165541,cluster6
217,1,6,20.526903,-98.199759,cluster6
218,2,12,20.524703,-98.216829,cluster3
219,2,10.5,20.540418,-98.186565,cluster3
220,1,5,20.444458,-98.23025,cluster5
221,2,22,20.475413,-98.256243,cluster3
222,3,14.666667,20.476419,-98.176469,cluster3
223,2,7.5,20.506731,-98.157778,cluster3
224,2,35.5,20.523549,-98.145043,cluster3
225,1,17,20.507752,-98.230363,cluster5
226,2,7.5,20.469296,-98.240958,cluster3
227,1,27,20.470139,-98.241015,cluster5
228,2,7.5,20.555402,-98.201212,cluster3
229,2,9.5,20.475022,-98.167216,cluster3
230,2,26,20.487252,-98.175219,cluster3
231,2,17,20.490451,-98.136738,cluster3
232,2,14.5,20.52368,-98.184811,cluster3
233,2,22,20.506495,-98.164682,cluster3
234,2,21,20.520771,-98.146915,cluster3
235,2,12.5,20.461545,-98.215923,cluster3
236,2,15.5,20.497806,-98.25133,cluster3
237,2,20.5,20.485022,-98.206368,cluster3
238,2,23.5,20.491647,-98.204934,cluster3
239,2,21,20.472048,-98.241901,cluster3
240,2,11,20.483059,-98.240524,cluster3
241,2,20,20.478123,-98.179653,cluster3
242,1,42,20.481878,-98.251538,cluster5
243,1,17,20.471327,-98.167084,cluster5
244,1,3,20.479049,-98.147094,cluster5
245,1,6,20.535974,-98.221491,cluster6
246,1,2,20.486371,-98.249693,cluster5
247,1,29,20.513302,-98.156207,cluster5
248,1,57,20.508027,-98.115295,cluster5
249,1,8,20.47025,-98.160619,cluster5
250,1,66,20.536498,-98.172849,cluster6
251,1,6,20.451165,-98.180464,cluster5
252,1,2,20.534159,-98.145739,cluster6
253,1,14,20.492923,-98.230725,cluster5
254,2,1,20.449226,-98.192193,cluster3
255,1,23,20.498026,-98.209776,cluster5
256,1,20,20.489146,-98.207543,cluster5
257,1,27,20.543719,-98.116523,cluster6
258,2,28,20.522014,-98.234268,cluster3
259,1,3,20.542929,-98.176835,cluster6
260,1,41,20.502183,-98.217942,cluster5
261,1,15,20.498243,-98.176756,cluster5
262,1,4,20.554029,-98.199161,cluster6
263,1,2,20.47892,-98.245175,cluster5
264,1,26,20.546326,-98.160166,cluster6
265,1,13,20.497653,-98.169281,cluster5
266,1,3,20.504547,-98.254895,cluster5
267,1,7,20.485918,-98.172226,cluster5
268,1,3,20.438257,-98.145764,cluster5
269,1,3,20.460061,-98.171306,cluster5
270,2,1.5,20.52679,-98.232656,cluster3
271,1,3,20.486376,-98.126957,cluster5
272,1,4,20.53756,-98.198954,cluster6
273,1,48,20.483408,-98.170687,cluster5
274,1,6,20.523197,-98.238487,cluster6
275,1,2,20.487408,-98.259557,cluster5
276,1,21,20.561239,-98.12138,cluster6
277,1,4,20.608307,-98.178299,cluster6
278,1,5,20.492779,-98.135988,cluster5
279,1,27,20.545103,-98.217644,cluster6
280,1,7,20.481662,-98.132009,cluster5
281,1,7,20.484878,-98.24966,cluster5
282,1,3,20.475486,-98.236836,cluster5
283,1,5,20.472068,-98.189683,cluster5
284,2,30,20.521074,-98.226608,cluster3
285,1,4,20.533871,-98.225585,cluster6
286,1,2,20.479056,-98.186538,cluster5
287,1,30,20.477396,-98.14318,cluster5
288,1,14,20.558432,-98.131666,cluster6
289,1,15,20.557407,-98.144836,cluster6
290,1,46,20.49258,-98.132138,cluster5
291,1,47,20.489327,-98.161687,cluster5
292,1,3,20.546785,-98.206027,cluster6
293,1,5,20.486987,-98.218595,cluster5
294,1,10,20.444363,-98.220971,cluster5
295,1,7,20.490611,-98.16256,cluster5
296,1,24,20.530007,-98.15869,cluster6
297,1,12,20.516655,-98.229443,cluster5
298,1,28,20.458583,-98.179878,cluster5
299,1,56,20.487044,-98.138475,cluster5
300,1,14,20.486814,-98.124849,cluster5
301,1,35,20.526963,-98.219813,cluster6
302,1,4,20.505166,-98.204749,cluster5
303,2,40.5,20.520522,-98.233359,cluster3
304,1,3,20.473778,-98.232413,cluster5
305,1,15,20.517963,-98.229813,cluster5
306,1,31,20.50594,-98.236915,cluster5
307,1,21,20.465515,-98.221186,cluster5
308,1,1,20.48265,-98.152673,cluster5
309,1,15,20.455515,-98.216186,cluster5
310,1,12,20.47865,-98.156673,cluster5
311,1,12,20.49565,-98.153673,cluster5
312,1,4,20.531512,-98.229192,cluster6
313,1,2,20.556596,-98.211056,cluster6
314,1,3,20.545223,-98.207754,cluster6
315,1,5,20.483907,-98.142053,cluster5
316,1,22,20.487851,-98.156746,cluster5
317,1,24,20.462826,-98.180461,cluster5
318,1,4,20.5185,-98.257399,cluster5
319,1,15,20.561207,-98.212554,cluster6
320,1,7,20.57077,-98.223113,cluster6
321,1,19,20.554936,-98.214016,cluster6
322,1,5,20.545462,-98.203068,cluster6
323,1,41,20.551252,-98.184633,cluster6
324,1,5,20.542151,-98.188733,cluster6
325,1,49,20.555591,-98.199444,cluster6
326,1,5,20.550558,-98.197433,cluster6
327,1,2,20.504764,-98.167592,cluster5
328,1,12,20.50894,-98.237915,cluster5
329,1,17,20.5554,-98.212024,cluster6
330,1,18,20.546635,-98.203783,cluster6
331,1,31,20.462594,-98.221975,cluster5
332,1,32,20.549198,-98.20857,cluster6
333,2,14,20.562797,-98.135268,cluster3
334,1,32,20.5115,-98.151,cluster5
335,1,26,20.459029,-98.279071,cluster5
336,1,6,20.528095,-98.21499,cluster6
337,1,15,20.448393,-98.16353,cluster5
338,1,20,20.508787,-98.108122,cluster5
339,1,22,20.4721,-98.1978,cluster5
340,1,62,20.444266,-98.285115,cluster5
341,1,34,20.4851,-98.1504,cluster5
342,1,44,20.574754,-98.18632,cluster6
343,1,69,20.448334,-98.213647,cluster5
344,1,40,20.538471,-98.229586,cluster6
345,1,30,20.542353,-98.244445,cluster6
346,1,108,20.502366,-98.246438,cluster5
347,1,43,20.507392,-98.201017,cluster5
348,1,12,20.502392,-98.194017,cluster5
349,1,18,20.456525,-98.146253,cluster5
350,1,11,20.489839,-98.202015,cluster5
351,1,20,20.552373,-98.147223,cluster6
352,1,28,20.478265,-98.22267,cluster5
353,1,12,20.541469,-98.224333,cluster6
354,1,22,20.493456,-98.191127,cluster5
355,2,14.5,20.549805,-98.155257,cluster3
356,1,47,20.517128,-98.183256,cluster5
357,1,54,20.483604,-98.236633,cluster5
358,1,16,20.475181,-98.154433,cluster5
359,1,35,20.496239,-98.23027,cluster5
360,1,5,20.466435,-98.172992,cluster5
361,1,15,20.463854,-98.170305,cluster5
362,1,26,20.489321,-98.189911,cluster5
363,1,9,20.446245,-98.223469,cluster5
364,1,16,20.525919,-98.269833,cluster6
365,1,13,20.464988,-98.249688,cluster5
366,1,23,20.504021,-98.134973,cluster5
367,1,2,20.53896,-98.225699,cluster6
368,1,67,20.489431,-98.265608,cluster5
369,1,70,20.472213,-98.160235,cluster5
370,1,73,20.496802,-98.23766,cluster5
371,1,9,20.502564,-98.181605,cluster5
372,1,9,20.492686,-98.137022,cluster5
373,1,24,20.552293,-98.205147,cluster6
374,1,20,20.515455,-98.134143,cluster5
375,1,34,20.450246,-98.172769,cluster5
376,1,9,20.463121,-98.256313,cluster5
377,1,12,20.453799,-98.264035,cluster5
378,1,29,20.502717,-98.240577,cluster5
379,1,22,20.551164,-98.1367,cluster6
380,1,11,20.488485,-98.154869,cluster5
381,2,56,20.513097,-98.176797,cluster3
382,1,51,20.451104,-98.169372,cluster5
383,1,13,20.493018,-98.125232,cluster5
384,1,29,20.478996,-98.168345,cluster5
385,1,42,20.470572,-98.13892,cluster5
386,1,16,20.512783,-98.242682,cluster5
387,1,4,20.449425,-98.228003,cluster5
388,1,101,20.467816,-98.185374,cluster5
389,2,11,20.450539,-98.209192,cluster3
390,1,18,20.506879,-98.249588,cluster5
391,1,3,20.500445,-98.151589,cluster5
392,1,38,20.52949,-98.235638,cluster6
393,2,36,20.459833,-98.15598,cluster3
394,1,24,20.534423,-98.235808,cluster6
395,1,9,20.520959,-98.224556,cluster6
396,2,36.5,20.502616,-98.138343,cluster3
397,2,46,20.460547,-98.245669,cluster3
398,2,19.5,20.485884,-98.15223,cluster3
399,1,164,20.53009,-98.132901,cluster5
400,1,38,20.551232,-98.175937,cluster6
401,1,41,20.447038,-98.169557,cluster5
402,1,3,20.5208,-98.22683,cluster6
403,1,39,20.494005,-98.25067,cluster5
404,1,19,20.482493,-98.15975,cluster5
405,1,29,20.535768,-98.22482,cluster6
406,1,3,20.480497,-98.128278,cluster5
407,1,37,20.483479,-98.240267,cluster5
408,1,14,20.494869,-98.20421,cluster5
409,1,27,20.524715,-98.232961,cluster6
410,1,51,20.4771,-98.1707,cluster5
411,1,93,20.511448,-98.197758,cluster5
412,1,13,20.500065,-98.125787,cluster5
413,1,6,20.489166,-98.237239,cluster5
414,1,139,20.491714,-98.198098,cluster5
415,1,3,20.497193,-98.149768,cluster5
416,1,1,20.500979,-98.269139,cluster5
417,1,12,20.520087,-98.229038,cluster6
418,1,3,20.51326,-98.274698,cluster5
419,1,2,20.495551,-98.131801,cluster5
420,1,79,20.492319,-98.198696,cluster5
421,1,55,20.521807,-98.253224,cluster5
422,2,18.5,20.501358,-98.180199,cluster3
423,1,36,20.534918,-98.228317,cluster6
424,1,13,20.519844,-98.222812,cluster6
425,1,4,20.509324,-98.135875,cluster5
426,2,33,20.488747,-98.126675,cluster3
427,1,40,20.528002,-98.184764,cluster6
428,1,3,20.513274,-98.22682,cluster5
429,1,25,20.500033,-98.13651,cluster5
430,2,45,20.48563,-98.245744,cluster3
431,1,4,20.478497,-98.135901,cluster5
432,1,35,20.516282,-98.23391,cluster5
433,1,8,20.507501,-98.24224,cluster5
434,1,29,20.510472,-98.225417,cluster5
435,1,9,20.514367,-98.239984,cluster5
436,1,65,20.455224,-98.190025,cluster5
437,1,39,20.497717,-98.232389,cluster5
438,2,24,20.46086,-98.221541,cluster3
439,1,43,20.483464,-98.245502,cluster5
440,1,29,20.489295,-98.125552,cluster5
441,1,4,20.438249,-98.159356,cluster5
442,1,14,20.478153,-98.24353,cluster5
443,1,2,20.529226,-98.232085,cluster6
444,1,4,20.462836,-98.160688,cluster5
445,1,37,20.493699,-98.12487,cluster5
446,1,7,20.553699,-98.173292,cluster6
447,1,4,20.479023,-98.254795,cluster5
448,1,4,20.486313,-98.179977,cluster5
449,1,80,20.475309,-98.204178,cluster5
450,1,2,20.488835,-98.232759,cluster5
451,1,120,20.495565,-98.154019,cluster5
452,1,43,20.487686,-98.140939,cluster5
453,1,9,20.48995,-98.126045,cluster5
454,2,30,20.484509,-98.146928,cluster3
455,2,17.5,20.488287,-98.134523,cluster3
456,1,3,20.490812,-98.139912,cluster5
457,1,2,20.524034,-98.231051,cluster6
458,1,5,20.498895,-98.230392,cluster5
459,1,38,20.495083,-98.22645,cluster5
460,1,3,20.500344,-98.24166,cluster5
461,1,37,20.539698,-98.22214,cluster6
462,1,97,20.461873,-98.154257,cluster5
463,1,2,20.497644,-98.23935,cluster5
464,1,49,20.49766,-98.2608,cluster5
465,1,53,20.507473,-98.267506,cluster5
466,1,55,20.547025,-98.20086,cluster6
467,1,2,20.5172,-98.255062,cluster6
468,1,10,20.5277,-98.225408,cluster6
469,1,52,20.530304,-98.147751,cluster6
470,1,140,20.437,-98.229764,cluster5
471,1,2,20.488737,-98.227352,cluster5
472,1,47,20.548831,-98.197159,cluster6
473,1,41,20.511122,-98.230436,cluster5
474,1,2,20.527375,-98.227545,cluster6
475,1,63,20.509243,-98.141066,cluster5
476,1,69,20.545034,-98.170715,cluster6
477,1,32,20.541379,-98.191223,cluster6
478,1,126,20.462898,-98.235432,cluster5
479,1,27,20.54158,-98.21175,cluster6
480,1,31,20.448187,-98.155995,cluster5
481,1,2,20.499297,-98.26877,cluster5
482,1,20,20.542552,-98.182287,cluster6
483,1,35,20.513673,-98.238466,cluster5
484,1,2,20.542583,-98.206493,cluster6
485,1,2,20.493729,-98.138731,cluster5
486,1,72,20.544892,-98.180409,cluster6
487,1,47,20.513483,-98.220649,cluster5
488,1,40,20.4949,-98.249013,cluster5
489,1,84,20.478929,-98.191789,cluster5
490,1,133,20.451262,-98.224475,cluster5
491,1,71,20.457676,-98.185665,cluster5
492,1,24,20.556634,-98.142489,cluster6
493,1,35,20.503447,-98.24134,cluster5
494,1,109,20.508406,-98.255775,cluster5
495,1,48,20.527034,-98.169364,cluster6
496,1,14,20.556287,-98.20505,cluster6
497,1,63,20.522963,-98.233813,cluster5
498,1,2,20.504482,-98.266521,cluster5
499,1,23,20.52001,-98.174008,cluster6
500,1,82,20.481817,-98.224411,cluster5
501,1,60,20.498971,-98.204819,cluster5
502,1,56,20.508199,-98.239483,cluster5
503,1,27,20.485184,-98.195951,cluster5
504,1,2,20.53917,-98.196195,cluster6
505,1,22,20.483605,-98.243436,cluster5
506,1,53,20.549619,-98.199152,cluster6
507,1,30,20.491163,-98.235983,cluster5
508,1,30,20.465625,-98.172649,cluster5
509,1,19,20.512032,-98.2125,cluster5
510,1,2,20.517398,-98.144588,cluster6
511,1,2,20.485616,-98.193485,cluster5
512,1,2,20.512937,-98.158709,cluster5
513,1,2,20.564316,-98.193787,cluster6
514,2,1,20.505083,-98.165911,cluster3
515,1,2,20.538308,-98.222621,cluster6
516,1,2,20.534005,-98.222077,cluster6
517,1,2,20.540021,-98.215562,cluster6
518,1,2,20.568664,-98.128785,cluster6
519,1,2,20.522756,-98.162127,cluster6
520,1,1,20.468638,-98.191826,cluster5
521,1,4,20.471549,-98.18019,cluster5
522,1,2,20.492012,-98.184783,cluster5
523,1,1,20.568617,-98.186013,cluster6
524,1,2,20.535244,-98.135659,cluster6
525,1,1,20.478255,-98.133763,cluster5
526,1,6,20.471005,-98.176448,cluster5
527,1,2,20.540049,-98.202524,cluster6
528,1,4,20.497478,-98.115353,cluster5
529,1,2,20.462497,-98.16515,cluster5
530,1,8,20.528548,-98.161908,cluster6
531,1,1,20.461733,-98.173282,cluster5
532,1,1,20.460883,-98.173133,cluster5
533,1,1,20.499753,-98.241383,cluster5
534,1,2,20.482858,-98.246997,cluster5
535,1,4,20.453572,-98.165311,cluster5
536,1,1,20.51598,-98.237033,cluster6
537,1,2,20.45008,-98.220791,cluster5
538,1,4,20.557061,-98.125895,cluster6
539,1,2,20.478658,-98.138692,cluster5
540,2,13,20.458792,-98.221427,cluster3
541,1,4,20.510032,-98.131093,cluster5
542,1,0,20.547658,-98.182322,cluster6
543,2,2.5,20.448984,-98.159217,cluster3
544,1,5,20.502177,-98.238743,cluster5
545,1,1,20.522556,-98.188439,cluster6
546,1,0,20.516391,-98.196345,cluster6
547,1,3,20.474939,-98.135609,cluster5
548,1,4,20.45423,-98.17031,cluster5
549,1,11,20.520246,-98.217894,cluster6
550,1,24,20.498583,-98.166007,cluster5
551,1,1,20.564313,-98.129281,cluster6
552,1,0,20.522774,-98.200573,cluster6
553,1,5,20.469632,-98.160321,cluster5
554,1,4,20.495725,-98.14633,cluster5
555,1,3,20.475228,-98.218845,cluster5
556,1,15,20.563143,-98.192924,cluster6
557,1,6,20.464927,-98.172128,cluster5
558,1,2,20.530108,-98.129516,cluster6
559,1,1,20.476798,-98.190918,cluster5
560,1,2,20.505129,-98.245211,cluster5
561,1,34,20.535242,-98.200947,cluster6
562,1,10,20.506997,-98.222423,cluster5
563,1,1,20.501813,-98.205498,cluster5
564,1,7,20.457878,-98.229168,cluster5
565,1,4,20.541674,-98.24149,cluster6
566,1,22,20.560247,-98.127664,cluster6
567,2,17.5,20.461446,-98.216405,cluster3
568,1,55,20.547709,-98.12367,cluster6
569,1,2,20.568082,-98.124501,cluster6
570,1,5,20.472531,-98.141009,cluster5
571,1,7,20.504254,-98.244406,cluster5
572,1,2,20.446067,-98.1709,cluster5
573,1,58,20.568978,-98.139954,cluster6
574,1,15,20.498074,-98.203208,cluster5
575,2,0.5,20.476396,-98.187489,cluster3
576,1,83,20.476325,-98.130904,cluster5
577,1,2,20.448647,-98.148179,cluster5
578,1,5,20.523794,-98.192381,cluster6
579,1,0,20.504416,-98.235413,cluster5
580,1,112,20.471749,-98.193835,cluster5
581,1,1,20.561674,-98.123256,cluster6
582,1,0,20.531806,-98.201515,cluster6
583,2,13.5,20.569233,-98.210453,cluster3
584,1,6,20.464943,-98.137179,cluster5
585,1,3,20.478069,-98.193388,cluster5
586,1,2,20.483675,-98.220507,cluster5
587,1,21,20.559245,-98.209215,cluster6
588,1,128,20.489765,-98.142161,cluster5
589,1,0,20.468723,-98.20291,cluster5
590,1,1,20.569703,-98.129791,cluster6
591,1,1,20.527689,-98.187803,cluster6
592,1,2,20.556388,-98.137688,cluster6
593,1,4,20.501451,-98.160577,cluster5
594,1,26,20.531806,-98.139684,cluster6
595,1,1,20.491514,-98.285647,cluster5
596,1,15,20.559413,-98.121012,cluster6
597,1,36,20.4814,-98.188236,cluster5
598,1,20,20.463428,-98.236382,cluster5
599,1,9,20.446223,-98.284418,cluster5
600,1,5,20.492849,-98.153374,cluster5
601,1,2,20.471726,-98.232468,cluster5
602,1,26,20.500801,-98.181245,cluster5
603,1,15,20.546942,-98.139555,cluster6
604,1,4,20.522021,-98.228825,cluster6
605,1,2,20.445876,-98.173739,cluster5
606,2,51,20.466369,-98.221093,cluster3
607,1,1,20.453098,-98.165369,cluster5
608,1,10,20.455633,-98.164362,cluster5
609,1,18,20.572675,-98.129371,cluster6
610,1,1,20.5075,-98.229329,cluster5
611,1,0,20.537386,-98.139878,cluster6
612,1,14,20.537577,-98.142184,cluster6
613,2,53.5,20.49257,-98.228838,cluster3
614,1,1,20.53215,-98.241295,cluster6
615,1,3,20.484133,-98.210477,cluster5
616,1,4,20.461363,-98.148941,cluster5
617,1,11,20.55866,-98.133319,cluster6
618,1,20,20.541174,-98.140552,cluster6
619,1,1,20.567009,-98.133537,cluster6
620,1,1,20.558589,-98.212961,cluster6
621,1,7,20.499043,-98.173779,cluster5
622,1,4,20.542867,-98.208564,cluster6
